home_team,away_team,tournament_rank,home_rank,away_rank,home_team_gd,away_team_gd,target
Thailand,South Korea,1,52,20,-50,44,0
Australia,Jordan,1,21,40,24,-23,1
China PR,Qatar,1,51,34,-47,-1,1
Costa Rica,Jamaica,1,28,42,-58,-79,1
Egypt,Nigeria,1,25,30,1,-12,1
England,Netherlands,1,4,7,42,47,0
Germany,Italy,1,9,11,52,-2,1
Honduras,El Salvador,1,50,47,-86,-93,1
Iran,Oman,1,18,45,45,-31,1
Portugal,Belgium,1,6,8,77,63,1
South Africa,Cameroon,1,36,33,-7,-23,0
United Arab Emirates,Saudi Arabia,1,41,39,9,-20,0
Uruguay,Peru,1,15,29,45,-42,1
Uzbekistan,Bahrain,1,35,49,-4,-54,1
England,Turkey,1,4,22,42,-20,1
England,Australia,1,4,21,42,24,1
El Salvador,Peru,1,47,29,-93,-42,0
Switzerland,Belgium,1,17,8,4,63,0
France,Cameroon,1,3,33,72,-23,1
Poland,Netherlands,1,27,7,-33,47,0
Spain,South Korea,1,2,20,103,44,1
England,Portugal,1,4,6,42,77,1
United Arab Emirates,Jordan,1,41,40,9,-23,0
United States,Colombia,3,14,13,57,66,0
Mexico,Uruguay,3,12,15,62,45,1
Thailand,Jordan,1,52,40,-50,-23,1
Argentina,Chile,3,1,37,108,10,1
United States,Costa Rica,3,14,28,57,-58,1
Portugal,Estonia,1,6,54,77,-118,1
Mexico,Jamaica,3,12,42,62,-79,1
Argentina,Panama,3,1,24,108,-74,1
Colombia,Costa Rica,3,13,28,66,-58,0
Brazil,Peru,3,5,29,187,-42,0
Turkey,Croatia,3,22,10,-20,-5,0
Belgium,Italy,3,8,11,63,-2,0
Uruguay,Jamaica,3,15,42,45,-79,1
Chile,Panama,3,37,24,10,-74,1
Portugal,Iceland,3,6,43,77,-81,0
Germany,Poland,3,9,27,52,-33,0
Italy,Sweden,3,11,23,-2,-1,1
Peru,Colombia,3,29,13,-42,66,0
Spain,Turkey,3,2,22,103,-20,1
Mexico,Chile,3,12,37,62,10,0
France,Switzerland,3,3,17,72,4,0
Croatia,Spain,3,10,2,-5,103,1
United States,Argentina,3,14,1,57,108,0
Colombia,Chile,3,13,37,66,10,0
Sweden,Belgium,3,23,8,-1,63,0
Croatia,Portugal,3,10,6,-5,77,0
Switzerland,Poland,3,17,27,4,-33,0
United States,Colombia,3,14,13,57,66,0
Argentina,Chile,3,1,37,108,10,0
England,Iceland,3,4,43,42,-81,0
Italy,Spain,3,11,2,-2,103,1
Poland,Portugal,3,27,6,-33,77,0
Germany,Italy,3,9,11,52,-2,0
France,Iceland,3,3,43,72,-81,1
France,Germany,3,3,9,72,52,1
France,Portugal,3,3,6,72,77,0
Uzbekistan,Iraq,1,35,38,-4,-42,1
Qatar,Iraq,1,34,38,-1,-42,1
Jordan,Qatar,1,40,34,-23,-1,0
Argentina,Uruguay,1,1,15,108,45,1
Australia,Iraq,1,21,38,24,-42,1
Belgium,Spain,1,8,2,63,103,0
Iran,Qatar,1,18,34,45,-1,1
Italy,France,1,11,3,-2,72,0
Japan,United Arab Emirates,1,16,41,97,9,0
South Korea,China PR,1,20,51,44,-47,1
Saudi Arabia,Thailand,1,39,52,-20,-50,1
El Salvador,Mexico,1,47,12,-93,62,0
Panama,Jamaica,1,24,42,-74,-79,1
Bahrain,Jordan,1,49,40,-54,-23,0
Croatia,Turkey,1,10,22,-5,-20,0
Brazil,Colombia,1,5,13,187,66,1
China PR,Iran,1,51,18,-47,45,0
Costa Rica,Panama,1,28,24,-58,-74,1
Iraq,Saudi Arabia,1,38,39,-42,-20,0
Mexico,Honduras,1,12,50,62,-86,0
Qatar,Uzbekistan,1,34,35,-1,-4,0
South Africa,Egypt,1,36,25,-7,1,1
Sweden,Netherlands,1,23,7,-1,47,0
Switzerland,Portugal,1,17,6,4,77,1
Thailand,Japan,1,52,16,-50,97,0
United Arab Emirates,Australia,1,41,21,9,24,0
Italy,Spain,1,11,2,-2,103,0
Japan,Iraq,1,16,38,97,-42,1
South Korea,Qatar,1,20,34,44,-1,1
Peru,Argentina,1,29,1,-42,108,0
Saudi Arabia,Australia,1,39,21,-20,24,0
United Arab Emirates,Thailand,1,41,52,9,-50,1
Uzbekistan,Iran,1,35,18,-4,45,0
Ghana,Uganda,1,44,48,-12,-31,0
Oman,Jordan,1,45,40,-31,-23,0
Poland,Denmark,1,27,19,-33,-9,1
Algeria,Cameroon,1,26,33,7,-23,0
Iceland,Turkey,1,43,22,-81,-20,1
Zambia,Nigeria,1,46,30,-25,-12,0
Netherlands,France,1,7,3,47,72,0
Australia,Japan,1,21,16,24,97,0
Chile,Peru,1,37,29,10,-42,1
Colombia,Uruguay,1,13,15,66,45,0
Iran,South Korea,1,18,20,45,44,1
Iraq,Thailand,1,38,52,-42,-50,1
Mexico,Panama,1,12,24,62,-74,1
Oman,Bahrain,1,45,49,-31,-54,0
Saudi Arabia,United Arab Emirates,1,39,41,-20,9,1
South Africa,Ghana,1,36,44,-7,-12,0
Uzbekistan,China PR,1,35,51,-4,-47,1
Jordan,Iraq,1,40,38,-23,-42,0
Uganda,Zambia,1,48,46,-31,-25,0
Netherlands,Belgium,1,7,8,47,63,0
United Arab Emirates,Bahrain,1,41,49,9,-54,1
Brazil,Argentina,1,5,1,187,108,1
Colombia,Chile,1,13,37,66,10,0
Uzbekistan,Jordan,1,35,40,-4,-23,1
France,Sweden,1,3,23,72,-1,1
Honduras,Panama,1,50,24,-86,-74,0
Japan,Oman,1,16,45,97,-31,1
United States,Mexico,1,14,12,57,62,0
Cameroon,Zambia,1,33,46,-23,-25,0
Croatia,Iceland,1,10,43,-5,-81,1
Nigeria,Algeria,1,30,26,-12,7,1
Belgium,Estonia,1,8,54,63,-118,1
Egypt,Ghana,1,25,44,1,-12,1
Argentina,Colombia,1,1,13,108,66,1
Chile,Uruguay,1,37,15,10,45,1
China PR,Qatar,1,51,34,-47,-1,0
Costa Rica,United States,1,28,14,-58,57,1
England,Spain,1,4,2,42,103,0
France,Ivory Coast,1,3,31,72,0,0
Italy,Germany,1,11,9,-2,52,0
Japan,Saudi Arabia,1,16,39,97,-20,1
South Korea,Uzbekistan,1,20,35,44,-4,1
Panama,Mexico,1,24,12,-74,62,0
Peru,Brazil,1,29,5,-42,187,0
Thailand,Australia,1,52,21,-50,24,0
United Arab Emirates,Iraq,1,41,38,9,-42,1
Tunisia,Uganda,1,32,48,-6,-31,1
Egypt,Tunisia,1,25,32,1,-6,1
Ivory Coast,Sweden,1,31,23,0,-1,1
China PR,Iceland,1,51,43,-47,-81,0
Chile,Croatia,1,37,10,10,-5,0
Ivory Coast,Uganda,1,31,48,0,-31,1
China PR,Croatia,1,51,10,-47,-5,0
El Salvador,Honduras,1,47,50,-93,-86,0
Iceland,Chile,1,43,37,-81,10,0
Ghana,Uganda,1,44,48,-12,-31,1
Algeria,Tunisia,1,26,32,7,-6,0
Egypt,Uganda,1,25,48,1,-31,1
Panama,Costa Rica,1,24,28,-74,-58,1
Egypt,Ghana,1,25,44,1,-12,1
Brazil,Colombia,1,5,13,187,66,1
Cameroon,Ghana,1,33,44,-23,-12,1
Egypt,Cameroon,1,25,33,1,-23,0
Mexico,Iceland,1,12,43,62,-81,1
Iran,Iraq,1,18,38,45,-42,0
Germany,England,1,9,4,52,42,1
Argentina,Chile,1,1,37,108,10,1
China PR,South Korea,1,51,20,-47,44,1
Iraq,Australia,1,38,21,-42,24,0
Qatar,Iran,1,34,18,-1,45,0
Thailand,Saudi Arabia,1,52,39,-50,-20,0
United Arab Emirates,Japan,1,41,16,9,97,0
Uruguay,Brazil,1,15,5,45,187,0
Mexico,Costa Rica,1,12,28,62,-58,1
Tunisia,Cameroon,1,32,33,-6,-23,0
United States,Honduras,1,14,50,57,-86,1
Australia,United Arab Emirates,1,21,41,24,9,1
Estonia,Croatia,1,54,10,-118,-5,1
France,Spain,1,3,2,72,103,0
Honduras,Costa Rica,1,50,28,-86,-58,0
Iran,China PR,1,18,51,45,-47,1
Japan,Thailand,1,16,52,97,-50,1
Netherlands,Italy,1,7,11,47,-2,0
Panama,United States,1,24,14,-74,57,0
Peru,Uruguay,1,29,15,-42,45,1
Portugal,Sweden,1,6,23,77,-1,0
Saudi Arabia,Iraq,1,39,38,-20,-42,1
Uzbekistan,Qatar,1,35,34,-4,-1,1
El Salvador,Honduras,1,47,50,-93,-86,0
Mexico,Croatia,1,12,10,62,-5,0
Iraq,Jordan,1,38,40,-42,-23,1
Netherlands,Ivory Coast,1,7,31,47,0,1
Denmark,Germany,1,19,9,-9,52,0
Uzbekistan,Thailand,1,35,52,-4,-50,1
Iraq,South Korea,1,38,20,-42,44,0
Italy,Uruguay,1,11,15,-2,45,1
Spain,Colombia,1,2,13,103,66,0
Australia,Saudi Arabia,1,21,39,24,-20,1
Costa Rica,Panama,1,28,24,-58,-74,0
Mexico,Honduras,1,12,50,62,-86,1
Argentina,Brazil,1,1,5,108,187,1
Estonia,Belgium,1,54,8,-118,63,0
Sweden,France,1,23,3,-1,72,1
Nigeria,South Africa,1,30,36,-12,-7,0
Iceland,Croatia,1,43,10,-81,-5,1
Mexico,United States,1,12,14,62,57,0
Tunisia,Egypt,1,32,25,-6,1,1
Iran,Uzbekistan,1,18,35,45,-4,1
Australia,Brazil,1,21,5,24,187,0
Cameroon,Colombia,1,33,13,-23,66,0
France,England,1,3,4,72,42,1
Iraq,Japan,1,38,16,-42,97,0
Panama,Honduras,1,24,50,-74,-86,0
Qatar,South Korea,1,34,20,-1,44,1
South Africa,Zambia,1,36,46,-7,-25,0
Thailand,United Arab Emirates,1,52,41,-50,9,0
Peru,Jamaica,1,29,42,-42,-79,1
Cameroon,Chile,1,33,37,-23,10,0
Portugal,Mexico,1,6,12,77,62,0
Australia,Germany,1,21,9,24,52,0
Cameroon,Australia,1,33,21,-23,24,0
Germany,Chile,1,9,37,52,10,0
Chile,Australia,1,37,21,10,24,0
Germany,Cameroon,1,9,33,52,-23,1
Portugal,Chile,1,6,37,77,10,0
Germany,Mexico,1,9,12,52,62,1
United States,Ghana,1,14,44,57,-12,1
Chile,Germany,1,37,9,10,52,0
Portugal,Mexico,1,6,12,77,62,1
Honduras,Costa Rica,1,50,28,-86,-58,0
United States,Panama,1,14,24,57,-74,0
Mexico,El Salvador,1,12,47,62,-93,1
Mexico,Jamaica,1,12,42,62,-79,0
Jamaica,El Salvador,1,42,47,-79,-93,0
Costa Rica,Panama,1,28,24,-58,-74,1
United States,El Salvador,1,14,47,57,-93,1
Mexico,Honduras,1,12,50,62,-86,1
United States,Costa Rica,1,14,28,57,-58,1
Mexico,Jamaica,1,12,42,62,-79,0
United States,Jamaica,1,14,42,57,-79,1
Bahrain,Jordan,1,49,40,-54,-23,0
United Arab Emirates,Saudi Arabia,1,41,39,9,-20,1
China PR,Uzbekistan,1,51,35,-47,-4,1
France,Netherlands,1,3,7,72,47,1
Japan,Australia,1,16,21,97,24,1
South Korea,Iran,1,20,18,44,45,0
Thailand,Iraq,1,52,38,-50,-42,0
Uganda,Egypt,1,48,25,-31,1,1
Uruguay,Argentina,1,15,1,45,108,0
Denmark,Poland,1,19,27,-9,-33,1
Mexico,Panama,1,12,24,62,-74,1
Nigeria,Cameroon,1,30,33,-12,-23,1
United States,Costa Rica,1,14,28,57,-58,0
Spain,Italy,1,2,11,103,-2,1
Zambia,Algeria,1,46,26,-25,7,1
Cameroon,Nigeria,1,33,30,-23,-12,0
Algeria,Zambia,1,26,46,7,-25,0
Australia,Thailand,1,21,52,24,-50,1
Colombia,Brazil,1,13,5,66,187,0
Costa Rica,Mexico,1,28,12,-58,62,0
Egypt,Uganda,1,25,48,1,-31,1
Honduras,United States,1,50,14,-86,57,0
Iraq,United Arab Emirates,1,38,41,-42,9,1
Qatar,China PR,1,34,51,-1,-47,0
Saudi Arabia,Japan,1,39,16,-20,97,1
Turkey,Croatia,1,22,10,-20,-5,1
Uzbekistan,South Korea,1,35,20,-4,44,0
Argentina,Peru,1,1,29,108,-42,0
Turkey,Iceland,1,22,43,-20,-81,0
United States,Panama,1,14,24,57,-74,1
Cameroon,Algeria,1,33,26,-23,7,1
Costa Rica,Honduras,1,28,50,-58,-86,0
Nigeria,Zambia,1,30,46,-12,-25,1
Saudi Arabia,Jamaica,1,39,42,-20,-79,1
Uganda,Ghana,1,48,44,-31,-12,0
Brazil,Chile,1,5,37,187,10,1
Honduras,Mexico,1,50,12,-86,62,1
Netherlands,Sweden,1,7,23,47,-1,1
Panama,Costa Rica,1,24,28,-74,-58,1
Peru,Colombia,1,29,13,-42,66,0
Portugal,Switzerland,1,6,17,77,4,1
Saudi Arabia,Ghana,1,39,44,-20,-12,0
Iran,Panama,1,18,24,45,-74,1
Algeria,Nigeria,1,26,30,7,-12,1
Belgium,Mexico,1,8,12,63,62,0
England,Germany,1,4,9,42,52,0
Honduras,Australia,1,50,21,-86,24,0
Japan,Brazil,1,16,5,97,187,0
South Korea,Colombia,1,20,13,44,66,1
Poland,Uruguay,1,27,15,-33,45,0
Portugal,Saudi Arabia,1,6,39,77,-20,1
Sweden,Italy,1,23,11,-1,-2,1
Spain,Costa Rica,1,2,28,103,-58,1
Zambia,Cameroon,1,46,33,-25,-23,0
Ghana,Egypt,1,44,25,-12,1,0
Italy,Sweden,1,11,23,-2,-1,0
Poland,Mexico,1,27,12,-33,62,0
Argentina,Nigeria,1,1,30,108,-12,0
Belgium,Japan,1,8,16,63,97,1
China PR,Colombia,1,51,13,-47,66,0
England,Brazil,1,4,5,42,187,0
Germany,France,1,9,3,52,72,0
Portugal,United States,1,6,14,77,57,0
Qatar,Iceland,1,34,43,-1,-81,0
United Arab Emirates,Uzbekistan,1,41,35,9,-4,1
Australia,Honduras,1,21,50,24,-86,1
South Korea,China PR,1,20,51,44,-47,0
Japan,China PR,1,16,51,97,-47,1
Japan,South Korea,1,16,20,97,44,0
Bahrain,Kuwait,1,49,55,-54,-57,0
Kuwait,Saudi Arabia,1,55,39,-57,-20,0
Oman,United Arab Emirates,1,45,41,-31,9,0
Bahrain,Iraq,1,49,38,-54,-42,0
Kuwait,Oman,1,55,45,-57,-31,0
United Arab Emirates,Saudi Arabia,1,41,39,9,-20,0
Iraq,Qatar,1,38,34,-42,-1,1
Kuwait,United Arab Emirates,1,55,41,-57,9,0
Saudi Arabia,Oman,1,39,45,-20,-31,0
Qatar,Bahrain,1,34,49,-1,-54,0
Iraq,United Arab Emirates,1,38,41,-42,9,0
Oman,Bahrain,1,45,49,-31,-54,1
Oman,United Arab Emirates,1,45,41,-31,9,0
Estonia,Sweden,1,54,23,-118,-1,0
Denmark,Sweden,1,19,23,-9,-1,0
Jamaica,South Korea,1,42,20,-79,44,0
Iraq,Saudi Arabia,1,38,39,-42,-20,1
Iraq,Qatar,1,38,34,-42,-1,0
Jordan,Kuwait,1,40,55,-23,-57,1
Denmark,Panama,1,19,24,-9,-74,1
France,Colombia,1,3,13,72,66,0
Germany,Spain,1,9,2,52,103,0
Italy,Argentina,1,11,1,-2,108,0
Mexico,Iceland,1,12,43,62,-81,1
Netherlands,England,1,7,4,47,42,0
Peru,Croatia,1,29,10,-42,-5,1
Poland,Nigeria,1,27,30,-33,-12,0
Portugal,Egypt,1,6,25,77,1,1
Tunisia,Iran,1,32,18,-6,45,1
Sweden,Chile,1,23,37,-1,10,0
Zambia,South Africa,1,46,36,-25,-7,0
Kuwait,Cameroon,1,55,33,-57,-23,0
Portugal,Netherlands,1,6,7,77,47,0
Algeria,Iran,1,26,18,7,45,0
Australia,Colombia,1,21,13,24,66,0
Belgium,Saudi Arabia,1,8,39,63,-20,1
Denmark,Chile,1,19,37,-9,10,0
England,Italy,1,4,11,42,-2,0
Germany,Brazil,1,9,5,52,187,0
Mexico,Croatia,1,12,10,62,-5,0
Peru,Iceland,1,29,43,-42,-81,1
Poland,South Korea,1,27,20,-33,44,1
Spain,Argentina,1,2,1,103,108,1
Switzerland,Panama,1,17,24,4,-74,1
Tunisia,Costa Rica,1,32,28,-6,-58,1
Algeria,Saudi Arabia,1,26,39,7,-20,0
Iran,Uzbekistan,1,18,35,45,-4,1
Kuwait,Egypt,1,55,25,-57,1,0
Portugal,Tunisia,1,6,32,77,-6,0
Italy,Saudi Arabia,1,11,39,-2,-20,1
Turkey,Iran,1,22,18,-20,45,1
South Korea,Honduras,1,20,50,44,-86,1
Japan,Ghana,1,16,44,97,-12,0
France,Italy,1,3,11,72,-2,1
Turkey,Tunisia,1,22,32,-20,-6,0
Colombia,Egypt,1,13,25,66,1,0
El Salvador,Honduras,1,47,50,-93,-86,1
Thailand,China PR,1,52,51,-50,-47,0
England,Nigeria,1,4,30,42,-12,1
Sweden,Denmark,1,23,19,-1,-9,0
Belgium,Portugal,1,8,6,63,77,0
Saudi Arabia,Peru,1,39,29,-20,-42,0
Spain,Switzerland,1,2,17,103,4,0
Croatia,Brazil,1,10,5,-5,187,0
Italy,Netherlands,1,11,7,-2,47,0
Belgium,Egypt,1,8,25,63,1,1
England,Costa Rica,1,4,28,42,-58,1
Uruguay,Uzbekistan,1,15,35,45,-4,1
Portugal,Algeria,1,6,26,77,7,1
Iceland,Ghana,1,43,44,-81,-12,0
Germany,Saudi Arabia,1,9,39,52,-20,1
Switzerland,Japan,1,17,16,4,97,1
Poland,Chile,1,27,37,-33,10,0
Denmark,Mexico,1,19,12,-9,62,1
Sweden,Peru,1,23,29,-1,-42,0
Tunisia,Spain,1,32,2,-6,103,0
France,United States,1,3,14,72,57,0
Belgium,Costa Rica,1,8,28,63,-58,1
Egypt,Uruguay,3,25,15,1,45,0
Portugal,Spain,3,6,2,77,103,0
France,Australia,3,3,21,72,24,1
Argentina,Iceland,3,1,43,108,-81,0
Peru,Denmark,3,29,19,-42,-9,0
Croatia,Nigeria,3,10,30,-5,-12,1
Germany,Mexico,3,9,12,52,62,0
Brazil,Switzerland,3,5,17,187,4,0
Sweden,South Korea,3,23,20,-1,44,1
Belgium,Panama,3,8,24,63,-74,1
Tunisia,England,3,32,4,-6,42,0
Colombia,Japan,3,13,16,66,97,0
Uruguay,Saudi Arabia,3,15,39,45,-20,1
Iran,Spain,3,18,2,45,103,0
Denmark,Australia,3,19,21,-9,24,0
France,Peru,3,3,29,72,-42,1
Argentina,Croatia,3,1,10,108,-5,0
Brazil,Costa Rica,3,5,28,187,-58,1
Nigeria,Iceland,3,30,43,-12,-81,1
Belgium,Tunisia,3,8,32,63,-6,1
South Korea,Mexico,3,20,12,44,62,0
Germany,Sweden,3,9,23,52,-1,1
England,Panama,3,4,24,42,-74,1
Poland,Colombia,3,27,13,-33,66,0
Saudi Arabia,Egypt,3,39,25,-20,1,1
Iran,Portugal,3,18,6,45,77,0
Australia,Peru,3,21,29,24,-42,0
Denmark,France,3,19,3,-9,72,0
Nigeria,Argentina,3,30,1,-12,108,0
Iceland,Croatia,3,43,10,-81,-5,0
South Korea,Germany,3,20,9,44,52,1
Mexico,Sweden,3,12,23,62,-1,0
Switzerland,Costa Rica,3,17,28,4,-58,0
Japan,Poland,3,16,27,97,-33,0
Panama,Tunisia,3,24,32,-74,-6,0
England,Belgium,3,4,8,42,63,0
France,Argentina,3,3,1,72,108,1
Uruguay,Portugal,3,15,6,45,77,1
Croatia,Denmark,3,10,19,-5,-9,0
Brazil,Mexico,3,5,12,187,62,1
Belgium,Japan,3,8,16,63,97,1
Sweden,Switzerland,3,23,17,-1,4,1
Colombia,England,3,13,4,66,42,0
Uruguay,France,3,15,3,45,72,0
Brazil,Belgium,3,5,8,187,63,0
Sweden,England,3,23,4,-1,42,0
France,Belgium,3,3,8,72,63,1
Croatia,England,3,10,4,-5,42,1
Belgium,England,3,8,4,63,42,1
France,Croatia,3,3,10,72,-5,1
Germany,France,2,9,3,52,72,0
Netherlands,Peru,1,7,29,47,-42,1
Portugal,Croatia,1,6,10,77,-5,0
Italy,Poland,2,11,27,-2,-33,0
South Korea,Costa Rica,1,20,28,44,-58,1
Mexico,Uruguay,1,12,15,62,45,0
Qatar,China PR,1,34,51,-1,-47,1
United States,Brazil,1,14,5,57,187,0
Switzerland,Iceland,2,17,43,4,-81,1
England,Spain,2,4,2,42,103,0
France,Netherlands,2,3,7,72,47,1
Germany,Peru,1,9,29,52,-42,1
Portugal,Italy,2,6,11,77,-2,1
Sweden,Turkey,2,23,22,-1,-20,0
Bahrain,China PR,1,49,51,-54,-47,0
Kuwait,Iraq,1,55,38,-57,-42,0
Iceland,Belgium,2,43,8,-81,63,0
Spain,Croatia,2,2,10,103,-5,1
Colombia,Argentina,1,13,1,66,108,0
England,Switzerland,1,4,17,42,4,1
Japan,Costa Rica,1,16,28,97,-58,1
Jordan,Oman,1,40,45,-23,-31,0
South Korea,Chile,1,20,37,44,10,0
United States,Mexico,1,14,12,57,62,1
Uzbekistan,Iran,1,35,18,-4,45,0
Brazil,El Salvador,1,5,47,187,-93,1
Poland,Portugal,2,27,6,-33,77,0
Argentina,Iraq,1,1,38,108,-42,1
France,Iceland,1,3,43,72,-81,0
Honduras,United Arab Emirates,1,50,41,-86,9,0
Mexico,Costa Rica,1,12,28,62,-58,1
United States,Colombia,1,14,13,57,66,0
Belgium,Switzerland,2,8,17,63,4,1
Croatia,England,2,10,4,-5,42,0
Japan,Panama,1,16,24,97,-74,1
South Korea,Uruguay,1,20,15,44,45,1
Peru,Chile,1,29,37,-42,10,1
Saudi Arabia,Brazil,1,39,5,-20,187,0
Netherlands,Germany,2,7,9,47,52,1
Poland,Italy,2,27,11,-33,-2,0
Iceland,Switzerland,2,43,17,-81,4,0
Spain,England,2,2,4,103,42,0
Croatia,Jordan,1,10,40,-5,-23,1
Kuwait,Australia,1,55,21,-57,24,0
Saudi Arabia,Iraq,1,39,38,-20,-42,0
France,Germany,2,3,9,72,52,1
Belgium,Netherlands,1,8,7,63,47,0
Colombia,Costa Rica,1,13,28,66,-58,1
Japan,Uruguay,1,16,15,97,45,1
South Korea,Panama,1,20,24,44,-74,0
Mexico,Chile,1,12,37,62,10,0
United States,Peru,1,14,29,57,-42,0
Uzbekistan,Qatar,1,35,34,-4,-1,1
Argentina,Brazil,1,1,5,108,187,0
Switzerland,Qatar,1,17,34,4,-1,0
Belgium,Iceland,2,8,43,63,-81,1
Croatia,Spain,2,10,2,-5,103,1
England,United States,1,4,14,42,57,1
Netherlands,France,2,7,3,47,72,1
Argentina,Mexico,1,1,12,108,62,1
Brazil,Uruguay,1,5,15,187,45,1
Chile,Costa Rica,1,37,28,10,-58,0
Honduras,Panama,1,50,24,-86,-74,1
Egypt,Tunisia,1,25,32,1,-6,1
Italy,Portugal,2,11,6,-2,77,0
Turkey,Sweden,2,22,23,-20,-1,0
Australia,South Korea,1,21,20,24,44,0
South Africa,Nigeria,1,36,30,-7,-12,0
Switzerland,Belgium,2,17,8,4,63,1
England,Croatia,2,4,10,42,-5,1
Germany,Netherlands,2,9,7,52,47,0
Iceland,Qatar,1,43,34,-81,-1,0
Oman,Bahrain,1,45,49,-31,-54,1
Portugal,Poland,2,6,27,77,-33,0
Argentina,Mexico,1,1,12,108,62,1
Brazil,Cameroon,1,5,33,187,-23,1
Chile,Honduras,1,37,50,10,-86,1
France,Uruguay,1,3,15,72,45,1
Italy,United States,1,11,14,-2,57,1
Jordan,Saudi Arabia,1,40,39,-23,-20,0
South Korea,Uzbekistan,1,20,35,44,-4,1
Nigeria,Uganda,1,30,48,-12,-31,0
Peru,Costa Rica,1,29,28,-42,-58,0
Malaysia,Thailand,1,53,52,-76,-50,0
Thailand,Malaysia,1,52,53,-50,-76,0
Qatar,Jordan,1,34,40,-1,-23,1
Iraq,China PR,1,38,51,-42,-47,1
Qatar,Algeria,1,34,26,-1,7,0
China PR,Jordan,1,51,40,-47,-23,0
United Arab Emirates,Kuwait,1,41,55,9,-57,0
Australia,Oman,1,21,45,24,-31,1
South Korea,Saudi Arabia,1,20,39,44,-20,0
Qatar,Iran,1,34,18,-1,45,0
Oman,Thailand,1,45,52,-31,-50,1
United Arab Emirates,Bahrain,1,41,49,9,-54,0
Australia,Jordan,1,21,40,24,-23,0
Uzbekistan,Oman,1,35,45,-4,-31,1
Bahrain,Thailand,1,49,52,-54,-50,0
Iceland,Sweden,1,43,23,-81,-1,0
Oman,Japan,1,45,16,-31,97,0
United Arab Emirates,Thailand,1,41,52,9,-50,0
Estonia,Iceland,1,54,43,-118,-81,0
South Korea,China PR,1,20,51,44,-47,1
Iran,Iraq,1,18,38,45,-42,0
Saudi Arabia,Qatar,1,39,34,-20,-1,0
Japan,Uzbekistan,1,16,35,97,-4,1
Iran,Oman,1,18,45,45,-31,1
Thailand,China PR,1,52,51,-50,-47,0
Australia,Uzbekistan,1,21,35,24,-4,0
Japan,Saudi Arabia,1,16,39,97,-20,1
South Korea,Bahrain,1,20,49,44,-54,1
Qatar,Iraq,1,34,38,-1,-42,1
China PR,Iran,1,51,18,-47,45,0
South Korea,Qatar,1,20,34,44,-1,0
United Arab Emirates,Australia,1,41,21,9,24,1
United States,Panama,1,14,24,57,-74,1
Iran,Japan,1,18,16,45,97,0
United Arab Emirates,Qatar,1,41,34,9,-1,0
Japan,Qatar,1,16,34,97,-1,0
United States,Costa Rica,1,14,28,57,-58,1
United Arab Emirates,Saudi Arabia,1,41,39,9,-20,1
Japan,Colombia,1,16,13,97,66,0
Mexico,Chile,1,12,37,62,10,1
Brazil,Panama,1,5,24,187,-74,0
Netherlands,Germany,1,7,9,47,52,0
El Salvador,Jamaica,1,47,42,-93,-79,1
France,Iceland,1,3,43,72,-81,1
Algeria,Tunisia,1,26,32,7,-6,1
Costa Rica,Jamaica,1,28,42,-58,-79,1
South Korea,Colombia,1,20,13,44,66,1
Nigeria,Egypt,1,30,25,-12,1,1
Peru,El Salvador,1,29,47,-42,-93,0
United States,Chile,1,14,37,57,10,0
Switzerland,Denmark,1,17,19,4,-9,0
Turkey,Uzbekistan,1,22,35,-20,-4,1
Colombia,Panama,1,13,24,66,-74,1
South Africa,Uganda,1,36,48,-7,-31,0
Brazil,Qatar,1,5,34,187,-1,1
Peru,Costa Rica,1,29,28,-42,-58,1
United States,Jamaica,1,14,42,57,-79,0
Portugal,Switzerland,2,6,17,77,4,1
England,Netherlands,2,4,7,42,47,0
South Korea,Australia,1,20,21,44,24,1
Tunisia,Iraq,1,32,38,-6,-42,1
Uruguay,Panama,1,15,24,45,-74,1
Turkey,France,1,22,3,-20,72,1
Brazil,Honduras,1,5,50,187,-86,1
Cameroon,Zambia,1,33,46,-23,-25,1
Japan,El Salvador,1,16,47,97,-93,1
Peru,Colombia,1,29,13,-42,66,0
Switzerland,England,2,17,4,4,42,0
Portugal,Netherlands,2,6,7,77,47,1
Spain,Sweden,1,2,23,103,-1,1
Germany,Estonia,1,9,54,52,-118,1
Iceland,Turkey,1,43,22,-81,-20,1
Croatia,Tunisia,1,10,32,-5,-6,0
South Korea,Iran,1,20,18,44,45,0
Argentina,Colombia,3,1,13,108,66,0
Ghana,South Africa,1,44,36,-12,-7,0
Ivory Coast,Uganda,1,31,48,0,-31,0
Japan,Chile,3,16,37,97,10,0
Jamaica,Honduras,1,42,50,-79,-86,1
Colombia,Qatar,3,13,34,66,-1,1
Ivory Coast,Zambia,1,31,46,0,-25,1
Uruguay,Japan,3,15,16,45,97,0
El Salvador,Jamaica,1,47,42,-93,-79,0
Brazil,Peru,3,5,29,187,-42,1
Qatar,Argentina,3,34,1,-1,108,0
Ivory Coast,South Africa,1,31,36,0,-7,1
Chile,Uruguay,3,37,15,10,45,0
Honduras,El Salvador,1,50,47,-86,-93,1
United States,Panama,1,14,24,57,-74,1
Colombia,Chile,3,13,37,66,10,0
Cameroon,Ghana,1,33,44,-23,-12,0
Uruguay,Peru,3,15,29,45,-42,0
Mexico,Costa Rica,1,12,28,62,-58,0
Egypt,Uganda,1,25,48,1,-31,1
